"province_id","province","district_id","name","code","type","support_type"
225,"Hải Dương",3238,"Huyện Ninh Giang","2108",2,3
223,"Thừa Thiên - Huế",3234,"Huyện Nam Đông","3308",3,3
235,"Nghệ An",3233,"Huyện Nam Đàn","2917",2,3
245,"Bắc Kạn",3232,"Huyện Na Rì","1104",3,3
266,"Sơn La",3230,"Huyện Mường La","1403",3,3
211,"Long An",3227,"Huyện Mộc Hóa","4903",3,3
242,"Quảng Ngãi",3226,"Huyện Mộ Đức","3510",2,3
237,"Quảng Bình",3224,"Huyện Minh Hóa","3103",3,3
236,"Hà Tĩnh",3220,"Huyện Lộc Hà","3012",2,3
250,"Hậu Giang",3218,"Thị xã Long Mỹ","6408",2,3
210,"Đắk Lắk",3217,"Huyện Lắk","4012",3,3
234,"Thanh Hóa",3216,"Huyện Lang Chánh","2811",3,3
208,"Khánh Hòa",3213,"Huyện Khánh Vĩnh","4105",3,3
208,"Khánh Hòa",3212,"Huyện Khánh Sơn","4107",3,3
235,"Nghệ An",3211,"Huyện Kỳ Sơn","2907",3,3
233,"Ninh Bình",3205,"Huyện Kim Sơn","2707",2,3
224,"Hải Phòng",3203,"Huyện Kiến Thụy","0308",2,3
236,"Hà Tĩnh",3201,"Huyện Hương Sơn","3003",3,3
216,"Đồng Tháp",3200,"Huyện Hồng Ngự","5004",3,3
230,"Quảng Ninh",3199,"Huyện Hoành Bồ","1712",3,3
258,"Bình Thuận",3196,"Huyện Hàm Tân","4706",3,3
246,"Cao Bằng",3194,"Huyện Hạ Lang","0611",3,3
231,"Nam Định",3193,"Huyện Giao Thủy","2504",3,3
233,"Ninh Bình",3191,"Huyện Gia Viễn","2704",2,3
236,"Hà Tĩnh",3188,"Huyện Đức Thọ","3004",3,3
260,"Phú Yên",3186,"Huyện Đồng Xuân","3902",3,3
230,"Quảng Ninh",3185,"Huyện Đông Triều","1710",3,3
260,"Phú Yên",3184,"Huyện Đông Hòa","3907",3,3
247,"Lạng Sơn",3182,"Huyện Đình Lập","1010",3,3
230,"Quảng Ninh",3180,"Huyện Đầm Hà","1706",3,3
209,"Lâm Đồng",3160,"Huyện Di Linh","4204",3,3
213,"Bến Tre",3158,"Huyện Chợ Lách","5603",3,3
228,"Tuyên Quang",3157,"Huyện Chiêm Hóa","0904",3,3
247,"Lạng Sơn",3156,"Huyện Chi Lăng","1009",3,3
216,"Đồng Tháp",3155,"Huyện Châu Thành","5011",3,3
210,"Đắk Lắk",3153,"Huyện Cư Kuin","4014",2,3
241,"Đắk Nông",3152,"Huyện Cư Jút","6304",3,3
220,"Cần Thơ",3150,"Huyện Cờ Đỏ","5506",3,3
234,"Thanh Hóa",3147,"Huyện Cẩm Thủy","2814",3,3
209,"Lâm Đồng",3146,"Huyện Cát Tiên","4209",3,3
236,"Hà Tĩnh",3143,"Huyện Can Lộc","3006",2,3
239,"Bình Phước",3141,"Huyện Bù Gia Mập","4310",3,3
239,"Bình Phước",3140,"Huyện Bù Đốp","4306",3,3
247,"Lạng Sơn",3138,"Huyện Bình Gia","1003",3,3
205,"Bình Dương",3135,"Huyện Bắc Tân Uyên","4409",3,3
247,"Lạng Sơn",3134,"Huyện Bắc Sơn","1005",3,3
205,"Bình Dương",3132,"Huyện Bàu Bàng","4408",3,3
246,"Cao Bằng",3130,"Huyện Bảo Lạc","0602",3,3
261,"Ninh Thuận",3129,"Huyện Bác Ái","4505",3,3
242,"Quảng Ngãi",3127,"Huyện Ba Tơ","3512",3,3
230,"Quảng Ninh",3126,"Huyện Ba Chẽ","1709",3,3
219,"Kiên Giang",3125,"Huyện An Minh","5410",3,3
218,"Sóc Trăng",2272,"Thị xã Vĩnh Châu","5907",3,3
267,"Hòa Bình",2270,"Huyện Yên Thủy","2310",3,3
229,"Phú Thọ",2268,"Huyện Yên Lập","1507",3,3
266,"Sơn La",2267,"Huyện Yên Châu","1408",3,3
263,"Yên Bái",2266,"Huyện Yên Bình","1304",3,3
269,"Lào Cai",2264,"Huyện Xi Ma Cai","0802",3,3
215,"Vĩnh Long",2263,"Huyện Vũng Liêm","5707",3,3
219,"Kiên Giang",2260,"Huyện Vĩnh Thuận","5411",3,3
262,"Bình Định",2258,"Huyện Vĩnh Thạnh","3707",3,3
227,"Hà Giang",2256,"Huyện Vị Xuyên","0506",3,3
266,"Sơn La",2255,"Huyện Vân Hồ","1412",3,3
219,"Kiên Giang",2251,"Huyện U Minh Thượng","5414",3,3
234,"Thanh Hóa",2249,"Huyện Triệu Sơn","2818",3,3
263,"Yên Bái",2248,"Huyện Trạm Tấu","1308",3,3
243,"Quảng Nam",2239,"Huyện Thăng Bình","3408",3,3
218,"Sóc Trăng",2238,"Huyện Thạnh Trị","5905",3,3
229,"Phú Thọ",2237,"Huyện Thanh Thủy","1512",3,3
241,"Đắk Nông",2227,"Huyện Tuy Đức","6308",3,3
259,"Kon Tum",2225,"Huyện Tu Mơ Rông","3609",2,0
243,"Quảng Nam",2224,"Huyện Tiên Phước","3410",3,3
242,"Quảng Ngãi",2222,"Huyện Tây Trà","3514",3,3
243,"Quảng Nam",2219,"Huyện Tây Giang","3416",3,3
212,"Tiền Giang",2216,"Huyện Tân Phú Đông","5310",3,3
260,"Phú Yên",2211,"Huyện Sơn Hòa","3905",3,3
242,"Quảng Ngãi",2210,"Huyện Sơn Hà","3506",3,3
260,"Phú Yên",2206,"Huyện Sông Hinh","3906",3,3
259,"Kon Tum",2205,"Huyện Sa Thầy","3605",3,3
266,"Sơn La",2204,"Huyện Quỳnh Nhai","1402",3,3
243,"Quảng Nam",2198,"Huyện Phước Sơn","3414",3,3
244,"Thái Nguyên",2195,"Huyện Phú Lương","1204",3,3
268,"Hưng Yên",2194,"Huyện Phù Cừ","2207",3,3
223,"Thừa Thiên - Huế",2193,"Huyện Phong Điền","3302",3,3
234,"Thanh Hóa",2190,"Huyện Như Thanh","2810",3,3
259,"Kon Tum",2187,"Huyện Ngọc Hồi","3603",3,3
252,"Cà Mau",2186,"Huyện Ngọc Hiển","6107",2,3
243,"Quảng Nam",2182,"Huyện Nông Sơn","3418",3,3
234,"Thanh Hóa",2181,"Huyện Nông Cống","2819",3,3
265,"Điện Biên",2179,"Huyện Nậm Pồ","6210",2,3
243,"Quảng Nam",2178,"Huyện Nam Trà My","3415",3,3
243,"Quảng Nam",2177,"Huyện Nam Giang","3413",3,3
218,"Sóc Trăng",2173,"Huyện Mỹ Tú","5903",3,3
269,"Lào Cai",2171,"Huyện Mường Khương","0809",3,3
265,"Điện Biên",2170,"Huyện Mường Ảng","6209",3,3
242,"Quảng Ngãi",2167,"Huyện Minh Long","3509",3,3
207,"Gia Lai",2165,"Huyện Mang Yang","3803",3,3
215,"Vĩnh Long",2164,"Huyện Mang Thít","5703",3,3
267,"Hòa Bình",2163,"Huyện Mai Châu","2303",3,3
218,"Sóc Trăng",2161,"Huyện Long Phú","5906",3,3
267,"Hòa Bình",2157,"Huyện Lạc Thủy","2309",3,3
267,"Hòa Bình",2156,"Huyện Lạc Sơn","2305",3,3
207,"Gia Lai",2152,"Huyện Krông Pa","3811",3,3
241,"Đắk Nông",2151,"Huyện Krông Nô","6306",3,3
210,"Đắk Lắk",2150,"Huyện Krông Búk","4003",3,3
207,"Gia Lai",2149,"Huyện Kông Chro","3806",3,3
259,"Kon Tum",2148,"Huyện Kon Rẫy","3608",3,3
267,"Hòa Bình",2146,"Huyện Kim Bôi","2308",3,3
207,"Gia Lai",2144,"Huyện Kbang","3804",3,3
262,"Bình Định",2140,"Huyện Hoài Ân","3703",3,3
243,"Quảng Nam",2139,"Huyện Hiệp Đức","3407",3,3
238,"Quảng Trị",2137,"Huyện Hải Lăng","3207",3,3
219,"Kiên Giang",2134,"Huyện Giang Thành","5415",3,3
219,"Kiên Giang",2132,"Huyện Gò Quao","5408",3,3
210,"Đắk Lắk",2131,"Huyện Ea Súp","4005",3,3
211,"Long An",2129,"Huyện Đức Huệ","4906",3,3
243,"Quảng Nam",2125,"Huyện Đông Giang","3412",3,3
265,"Điện Biên",2123,"Huyện Điện Biên Đông","6207",3,3
259,"Kon Tum",2121,"Huyện Đắk Tô","3604",3,3
241,"Đắk Nông",2120,"Huyện Đắk Song","6305",3,3
207,"Gia Lai",2119,"Huyện Đắk Pơ","3815",3,3
207,"Gia Lai",2118,"Huyện Đắk Đoa","3813",3,3
208,"Khánh Hòa",2117,"Huyện đảo Trường Sa","4108",2,0
258,"Bình Thuận",2116,"Huyện đảo Phú Quý","4709",3,3
219,"Kiên Giang",2115,"Huyện đảo Phú Quốc","5412",3,3
242,"Quảng Ngãi",2114,"Huyện đảo Lý Sơn","3502",2,3
219,"Kiên Giang",2113,"Huyện đảo Kiên Hải","5413",2,3
203,"Đà Nẵng",2112,"Huyện đảo Hoàng Sa","0408",2,0
206,"Bà Rịa - Vũng Tàu",2111,"Huyện đảo Côn Đảo","5205",3,3
